cwe_id,cwe_name,cwe_description,category,category_description,mitigation,applicable_languages,Reason_tag,Additional_tags
222,Truncation of Security-relevant Information,"The product truncates the display, recording, or processing of security-relevant information in a way that can obscure the source or nature of an attack.",Logging,"Structured logging, not exposing sensitive info in logs.",Ensure complete and accurate logging of security-relevant information. Avoid truncation by properly sizing log fields and using overflow handling mechanisms.,Language-agnostic,"This CWE is associated with the truncation of security-relevant information, which often occurs in logging scenarios where critical data may be cut off, potentially obscuring security incidents. Ensuring that logs capture complete information without truncation is crucial for effective security monitoring and analysis.",['Error Handling']
223,Omission of Security-relevant Information,"The product does not record or display information that would be important for identifying the source or nature of an attack, or determining if an action is safe.",Logging,"Structured logging, not exposing sensitive info in logs.",Ensure all security-relevant actions and anomalies are logged with sufficient detail to identify potential attacks or unsafe actions. Avoid logging sensitive information that could be exploited.,Language-agnostic,"The CWE is primarily about failing to log or display critical security information, which falls under the domain of logging. Ensuring that relevant security events are logged is crucial to diagnosing and responding to potential security incidents.",[]
224,Obscured Security-relevant Information by Alternate Name,"The product records security-relevant information according to an alternate name of the affected entity, instead of the canonical name.",Logging,"Structured logging, not exposing sensitive info in logs.",Ensure that all security-relevant information is logged using canonical names to avoid confusion or misinterpretation of logs.,Language-agnostic,"This CWE involves the logging of security-relevant information with non-standard or alternate names, which can obscure the true nature of the log entries and potentially lead to security oversights. Proper logging practices are essential to ensure that all relevant information is recorded clearly and unambiguously.",[]
225,DEPRECATED: General Information Management Problems,This weakness can be found at CWE-199.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.","Ensure proper documentation, adhere to coding standards, and follow best practices for information management across all components of the application.",Language-agnostic,"Since CWE-225 is a deprecated weakness related to general information management, it is best categorized under 'Language Basics' due to its broad applicability across all programming languages and its emphasis on proper management of information rather than specific technical vulnerabilities.",[]
226,Sensitive Information in Resource Not Removed Before Reuse,"The product releases a resource such as memory or a file so that it can be made available for reuse, but it does not clear or ""zeroize"" the information contained in the resource before the product performs a critical state transition or makes the resource available for reuse by other entities.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.",Ensure that sensitive data is securely cleared or zeroized from memory or resources before they are released or reused. Implement secure memory handling functions that explicitly clear data.,Language-agnostic,"This CWE involves improper handling of resources, specifically memory, which falls under memory and resource management issues. The weakness arises from the failure to remove sensitive data from memory or resources before they are reused, leading to potential data leaks or security vulnerabilities.",['Data safety and security']
228,Improper Handling of Syntactically Invalid Structure,The product does not handle or incorrectly handles input that is not syntactically well-formed with respect to the associated specification.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure robust input validation by verifying the structure and syntax of input data against the expected format before processing.,Language-agnostic,"This CWE involves the incorrect handling of input data that does not adhere to the expected syntax or structure. As such, it relates directly to ensuring that inputs are properly validated and sanitized to prevent errors or security issues arising from malformed input.","['Error Handling', 'Serialization & Deserialization']"
229,Improper Handling of Values,"The product does not properly handle when the expected number of values for parameters, fields, or arguments is not provided in input, or if those values are undefined.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure that all input is validated for the correct number of parameters, and handle cases where inputs are missing or undefined. Implement default values or error handling procedures for missing inputs.",Language-agnostic,The primary concern with CWE-229 is ensuring that inputs are correctly validated and sanitized to avoid issues caused by missing or undefined values. This falls under input validation as it involves checking and ensuring that all necessary parameters are present and correctly formed.,[]
23,Relative Path Traversal,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize sequences such as "".."" that can resolve to a location that is outside of that directory.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure that all user input used in path construction is properly validated and sanitized to prevent path traversal by stripping or neutralizing any suspicious sequences like '..'. Consider using libraries or frameworks that automatically handle path normalization.,Language-agnostic,"This CWE involves improper handling of user input to construct file paths, which falls under the broader issue of input validation and sanitization. Proper validation and sanitization prevent unauthorized access to files and directories.",['File & I/O Handling']
230,Improper Handling of Missing Values,"The product does not handle or incorrectly handles when a parameter, field, or argument name is specified, but the associated value is missing, i.e. it is empty, blank, or null.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure all input values are checked for existence and handle empty, null, or blank values appropriately. Implement default values or error handling mechanisms to manage missing inputs.",Language-agnostic,"This CWE involves ensuring that input values are properly checked for their presence and validity, which is a fundamental aspect of input validation and sanitization. Improper handling of missing values can lead to unintended behavior or vulnerabilities.","['Error Handling', 'Configuration Errors & Hardcoding']"
231,Improper Handling of Extra Values,The product does not handle or incorrectly handles when more values are provided than expected.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Implement strict input validation to ensure that only the expected number of values are processed. Additional values should be properly handled or discarded.,Language-agnostic,"The CWE involves handling more input than expected, which directly relates to input validation and sanitization. Ensuring that inputs meet expected criteria is a key aspect of input validation, making this the most fitting category.",['Error Handling']
232,Improper Handling of Undefined Values,"The product does not handle or incorrectly handles when a value is not defined or supported for the associated parameter, field, or argument name.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Ensure that all potential undefined values are explicitly checked and handled with appropriate default values or error handling mechanisms.,Language-agnostic,"Improper handling of undefined values typically involves basic language constructs such as variables and control flow. This is a fundamental issue in understanding and managing the core syntax and behavior of a programming language, impacting code quality and maintainability.","['Error Handling', 'Input Validation & Sanitization']"
233,Improper Handling of Parameters,"The product does not properly handle when the expected number of parameters, fields, or arguments is not provided in input, or if those parameters are undefined.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure that the number of parameters provided matches expectations and handle cases where parameters are missing or undefined by implementing thorough input validation.,Language-agnostic,"This CWE pertains to the proper validation and handling of input parameters, which falls under input validation and sanitization. It is crucial to verify that input meets expected criteria to prevent unexpected behavior or security vulnerabilities.",['Error Handling']
234,Failure to Handle Missing Parameter,"If too few arguments are sent to a function, the function will still pop the expected number of arguments from the stack. Potentially, a variable number of arguments could be exhausted in a function as well.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.",Always ensure that functions handle cases where fewer arguments than expected are passed. Implement checks for missing parameters and provide default values or throw errors as appropriate.,Language-agnostic,"The issue of failing to handle missing parameters is fundamental to how functions and methods are defined and called across programming languages. It directly relates to language syntax and basic function handling, which are part of core language basics.","['Error Handling', 'Input Validation & Sanitization']"
235,Improper Handling of Extra Parameters,"The product does not handle or incorrectly handles when the number of parameters, fields, or arguments with the same name exceeds the expected amount.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.","Ensure that the application correctly validates the number of parameters, fields, or arguments before processing them. Implement strict checks to handle unexpected extra parameters gracefully, avoiding potential logic errors or vulnerabilities.",Language-agnostic,"The core issue with CWE-235 involves improperly handling unexpected input parameters, which directly relates to input validation. Failing to handle such cases can lead to incorrect program behavior or security vulnerabilities. Ensuring that input is validated and sanitized correctly mitigates the risk associated with this weakness.",[]
236,Improper Handling of Undefined Parameters,"The product does not handle or incorrectly handles when a particular parameter, field, or argument name is not defined or supported by the product.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Implement robust input validation to ensure all parameters are explicitly defined and handle unexpected or undefined parameters gracefully by providing default values or generating appropriate error messages.,Language-agnostic,"The core issue with this CWE is the incorrect handling or lack of handling for undefined parameters, which directly relates to input validation. Ensuring that all parameters are validated and managed correctly falls under the category of Input Validation & Sanitization.",['Error Handling']
237,Improper Handling of Structural Elements,The product does not handle or incorrectly handles inputs that are related to complex structures.,Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure robust validation and sanitization of all inputs related to complex structures to avoid incorrect processing and potential vulnerabilities.,Language-agnostic,"This CWE involves the improper handling of inputs that pertain to complex structures, which can lead to various vulnerabilities. Proper validation and sanitization are essential to ensure that inputs do not disrupt the expected structural integrity, making it a part of input validation and sanitization.",[]
238,Improper Handling of Incomplete Structural Elements,The product does not handle or incorrectly handles when a particular structural element is not completely specified.,Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability, and other code quality attributes.",Ensure that all structural elements are completely specified and validate their completeness before use. Implement checks and fallbacks for incomplete structures.,Language-agnostic,"This CWE relates to the fundamental handling of data structures and ensuring they are fully defined before use, which is a core aspect of language syntax and semantics across various programming languages.",[]
239,Failure to Handle Incomplete Element,The product does not properly handle when a particular element is not completely specified.,Error Handling,Exception capturing and handling.,"Ensure thorough validation and handling of all elements to detect and manage incomplete specifications, using exceptions or error handling mechanisms to address unexpected cases.",Language-agnostic,"This CWE relates to how a software product handles elements that are not fully specified. Proper error handling is crucial to detect, manage, and possibly recover from these incomplete conditions, making 'Error Handling' the most suitable category.",[]
24,Path Traversal: '../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""../"" sequences that can resolve to a location that is outside of that directory.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure proper validation and sanitization of all user inputs used in constructing file paths. Strip or resolve any '../' sequences and validate the resulting path is within the allowed directory.,Language-agnostic,"The CWE is related to improperly sanitized user inputs used in file path construction, which can lead to unauthorized access of directories outside the intended scope. This directly pertains to the need for input validation and sanitization to prevent such vulnerabilities.",['File & I/O Handling']
240,Improper Handling of Inconsistent Structural Elements,"The product does not handle or incorrectly handles when two or more structural elements should be consistent, but are not.",Language Basics,"Core language syntax, variables, data types, control flow, Code Quality Issues, Improper Adherence to Coding Standards. This is applicable for all languages and tasks. Consider the code complexity, maintainability and other code quality attributes.","Ensure consistency checks are implemented to validate structural elements throughout the system, and establish a clear strategy for handling inconsistencies.",Language-agnostic,"This CWE deals with structural inconsistencies, which often stem from improper coding practices, lack of adherence to standards, or oversight in core language constructs, impacting code quality and maintainability.","['Error Handling', 'Configuration Errors & Hardcoding']"
241,Improper Handling of Unexpected Data Type,"The product does not handle or incorrectly handles when a particular element is not the expected type, e.g. it expects a digit (0-9) but is provided with a letter (A-Z).",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure that all input data is validated against expected types and ranges before use. Implement strict type checking and use data validation libraries where available to prevent type mismatches.,Language-agnostic,"This CWE is directly related to ensuring that inputs are correctly validated and sanitized before being processed by the system. Handling unexpected data types is a core aspect of input validation, which prevents potential errors or security vulnerabilities arising from type mismatches.","['Language Basics', 'Error Handling']"
242,Use of Inherently Dangerous Function,The product calls a function that can never be guaranteed to work safely.,C Language specific weakness,C Language specific weakness.,"Avoid using dangerous functions such as gets(), strcpy(), or sprintf(). Use safer alternatives like fgets(), strncpy(), or snprintf() that include bounds checking.",C,"This CWE involves functions that are inherently unsafe and typically associated with the C programming language due to its lack of built-in bounds checking and manual memory management, making it a C language-specific issue.","['Memory & Resource Management', 'Input Validation & Sanitization']"
243,Creation of chroot Jail Without Changing Working Directory,"The product uses the chroot() system call to create a jail, but does not change the working directory afterward. This does not prevent access to files outside of the jail.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","After calling chroot(), immediately change the working directory to a safe directory within the jail using chdir() to prevent access to files outside the jail.",Language-agnostic,"This weakness involves the improper handling of file paths and directories after setting up a chroot jail, which is directly related to how files and directories are managed and accessed. The failure to change the working directory allows unintended file access, making it an issue of File & I/O Handling.",[]
244,Improper Clearing of Heap Memory Before Release ('Heap Inspection'),"Using realloc() to resize buffers that store sensitive information can leave the sensitive information exposed to attack, because it is not removed from memory.",Memory & Resource Management,"Dynamic allocation, stack vs. heap usage, pointer arithmetic, resource leaks.","Ensure sensitive information is explicitly cleared from memory before releasing or resizing the buffer using functions like memset, or consider using secure memory management libraries that automatically handle clearing of sensitive data.",C Language specific weakness,"This CWE is directly related to improper management of memory, particularly with the use of realloc() in C, which involves the dynamic allocation of heap memory without ensuring sensitive data is properly cleared. This makes it a memory and resource management issue, specifically within the context of C programming.",['Data safety and security']
245,J2EE Bad Practices: Direct Management of Connections,"The J2EE application directly manages connections, instead of using the container's connection management facilities.","Web Development, API & Web Services","Backend frameworks, REST APIs, session management, front-end integration. Building/consuming RESTful APIs, microservices, GraphQL.","Use the container's connection management facilities for handling connections to ensure proper resource management, pooling, and scalability.",Java Language specific weakness,"This CWE is specifically related to J2EE applications and their connection management practices, which directly relate to web development and enterprise applications where Java is predominantly used.",['Memory & Resource Management']
246,J2EE Bad Practices: Direct Use of Sockets,The J2EE application directly uses sockets instead of using framework method calls.,Networking & Communication,"Socket programming, client-server architecture, protocols (TCP/UDP), web sockets.","Utilize J2EE-provided abstractions and frameworks for communication, such as servlets or EJBs, instead of direct socket usage to ensure better security and scalability.",Java Language specific weakness,"This CWE is categorized under Networking & Communication because it deals with direct use of sockets for network communication in J2EE applications, which is a core aspect of networking practices.",[]
247,DEPRECATED: Reliance on DNS Lookups in a Security Decision,This entry has been deprecated because it was a duplicate of CWE-350. All content has been transferred to CWE-350.,Networking & Communication,"Socket programming, client-server architecture, protocols (TCP/UDP), web sockets.",Avoid making security decisions based solely on DNS names. Use additional verification methods such as IP whitelisting or secure tokens to authenticate and authorize access.,Language-agnostic,"The CWE relates to making security decisions based on DNS lookups, which falls under the realm of networking and communication. This encompasses client-server interactions where DNS plays a critical role.","['Data safety and security', 'Authentication & Authorization']"
248,Uncaught Exception,"An exception is thrown from a function, but it is not caught.",Error Handling,Exception capturing and handling.,Ensure that all exceptions are caught and handled appropriately. Use try-catch blocks to manage exceptions and provide meaningful error messages or recovery mechanisms.,Language-agnostic,"The core issue with CWE-248 is related to improper handling of exceptions. Exceptions that are not caught can cause a program to terminate unexpectedly, leading to a poor user experience or potential security vulnerabilities. Therefore, this issue falls squarely under the 'Error Handling' category.",[]
249,DEPRECATED: Often Misused: Path Manipulation,"This entry has been deprecated because of name
	confusion and an accidental combination of multiple
	weaknesses. Most of its content has been transferred to
	CWE-785.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Validate and sanitize all file path inputs to prevent unauthorized file access. Avoid constructing file paths directly from user input.,Language-agnostic,"The CWE involves improper handling of file paths, which can lead to path traversal vulnerabilities. This aligns with the File & I/O Handling category as it deals with how file paths are managed within an application.",['Input Validation & Sanitization']
25,Path Traversal: '/../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/../"" sequences that can resolve to a location that is outside of that directory.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Always validate and sanitize user input used in pathnames, ensuring that any '/../' sequences are properly neutralized or restricted to prevent access to unintended directories.",Language-agnostic,"The CWE deals specifically with handling file paths and directory traversal issues, which are core aspects of file and I/O handling. Properly managing these paths is crucial to prevent unauthorized access to the file system.",['Input Validation & Sanitization']
250,Execution with Unnecessary Privileges,"The product performs an operation at a privilege level that is higher than the minimum level required, which creates new weaknesses or amplifies the consequences of other weaknesses.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Ensure that operations are performed using the least privilege principle by running processes with the minimum level of privileges necessary for their tasks. Regularly review and adjust permissions to limit access rights and privileges as needed.,Language-agnostic,"This CWE relates to how software manages privileges and access rights, which is a core aspect of authentication and authorization. It involves ensuring that only the necessary privileges are granted, thereby minimizing potential security risks.",[]
252,Unchecked Return Value,"The product does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.",Error Handling,Exception capturing and handling.,Always check the return values of functions and methods to ensure that any errors or unexpected states are detected and handled appropriately.,Language-agnostic,"Unchecked return values are primarily a concern in error handling, as failing to check them can result in unhandled exceptions or ignored error states, which could lead to program instability or security vulnerabilities.",['Language Basics']
253,Incorrect Check of Function Return Value,"The product incorrectly checks a return value from a function, which prevents it from detecting errors or exceptional conditions.",Error Handling,Exception capturing and handling.,"Always check function return values for errors or exceptional conditions and handle them appropriately. Use appropriate error handling mechanisms such as exceptions, error codes, or logging.",Language-agnostic,"The core issue with CWE-253 is the incorrect or lack of checking of function return values, which is fundamentally an error handling problem. Proper error handling requires checking these return values and taking appropriate action based on the error codes or exceptions.",['Language Basics']
256,Plaintext Storage of a Password,Storing a password in plaintext may result in a system compromise.,Data safety and security,"All sensitive data need to be encrypted in transition and at rest, storage, database, files.",Always encrypt passwords before storing them and use secure hashing algorithms with salts to protect against unauthorized access.,Language-agnostic,"The primary concern of CWE-256 is the improper handling of sensitive data, specifically passwords. Storing passwords in plaintext presents a significant security risk, as it could lead to unauthorized access if the data storage is compromised. This falls under the 'Data safety and security' category, which emphasizes the protection of sensitive information both in transit and at rest.","['Cryptography', 'Authentication & Authorization']"
257,Storing Passwords in a Recoverable Format,"The storage of passwords in a recoverable format makes them subject to password reuse attacks by malicious users. In fact, it should be noted that recoverable encrypted passwords provide no significant benefit over plaintext passwords since they are subject not only to reuse by malicious attackers but also by malicious insiders. If a system administrator can recover a password directly, or use a brute force search on the available information, the administrator can use the password on other accounts.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.","Store passwords using secure hashing algorithms with a salt, such as bcrypt, Argon2, or PBKDF2, to prevent recoverable storage.",Language-agnostic,"The CWE is directly related to how passwords are stored and managed, which is a fundamental aspect of authentication and authorization processes. Storing passwords securely is crucial to ensure that unauthorized access is prevented, even if a database is compromised.","['Data safety and security', 'Cryptography']"
258,Empty Password in Configuration File,Using an empty string as a password is insecure.,Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.",Ensure that configuration files do not contain empty passwords. Use environment variables or secure vaults to manage sensitive data.,Language-agnostic,"This weakness involves the configuration of application settings where sensitive data, specifically passwords, are managed. Storing an empty password in configuration files poses a security risk as it may allow unauthorized access. Therefore, it falls under configuration errors.","['Data safety and security', 'Authentication & Authorization']"
259,Use of Hard-coded Password,"The product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.",Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.","Use secure vaults or environment variables to manage sensitive credentials, avoiding hard-coding passwords directly into the codebase.",Language-agnostic,Hard-coding passwords is a form of configuration error where sensitive data is stored directly in the code. This can lead to unauthorized access if the code is exposed. It affects all programming languages as it relates to how the configuration is managed rather than the syntax or semantics of a particular language.,"['Authentication & Authorization', 'Data safety and security']"
26,Path Traversal: '/dir/../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Always validate and sanitize user input to ensure that path traversal sequences like '../' are not present, and use secure APIs that automatically resolve paths to prevent directory traversal.",Language-agnostic,"This CWE involves manipulating file paths and directories, which is a core aspect of file and I/O handling. It directly pertains to ensuring that paths are correctly managed to prevent unauthorized access.","['Input Validation & Sanitization', 'Data safety and security']"
260,Password in Configuration File,The product stores a password in a configuration file that might be accessible to actors who do not know the password.,Configuration Errors & Hardcoding,"Misconfigured environment, debug mode in production, Hardcoding credentials and secret data.","Store passwords and other sensitive data securely using environment variables, secret management tools, or encrypted storage solutions.",Language-agnostic,"This CWE involves storing sensitive information like passwords in configuration files, which can be accessed by unauthorized actors. It is a clear example of misconfiguration and hardcoding of sensitive data in a way that compromises security.","['Data safety and security', 'Authentication & Authorization', 'Cryptography']"
261,Weak Encoding for Password,Obscuring a password with a trivial encoding does not protect the password.,Cryptography,"Encryption/decryption, hashing, key management, SSL/TLS usage.","Use strong, standard encryption algorithms to protect passwords instead of trivial encodings. Employ well-vetted cryptographic libraries to ensure the integrity and confidentiality of password data.",Language-agnostic,"This CWE is related to the inappropriate handling of passwords using weak encoding methods, which falls under the domain of cryptography. It involves the misuse of cryptographic techniques, and therefore, is most appropriately categorized under cryptography.",['Authentication & Authorization']
262,Not Using Password Aging,The product does not have a mechanism in place for managing password aging.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement a password aging policy where passwords must be changed after a certain period to enhance security.,Language-agnostic,"Password aging is an important aspect of authentication and authorization systems. It ensures that users regularly update their passwords, reducing the risk of unauthorized access due to compromised credentials.",[]
263,Password Aging with Long Expiration,"The product supports password aging, but the expiration period is too long.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.","Implement a reasonable password expiration policy that balances security with user convenience, typically between 30 to 90 days, and educate users on creating strong, memorable passwords.",Language-agnostic,"This CWE is categorized under 'Authentication & Authorization' because it deals with password management, a core aspect of authentication processes. Managing the expiration period of passwords is crucial to maintaining secure authentication practices.",[]
266,Incorrect Privilege Assignment,"A product incorrectly assigns a privilege to a particular actor, creating an unintended sphere of control for that actor.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Ensure that privilege assignments are strictly controlled and verified. Implement role-based access controls (RBAC) and regularly audit privilege levels to prevent unauthorized access.,Language-agnostic,"Incorrect privilege assignment directly impacts how authentication and authorization are managed within an application. It involves assigning incorrect access levels, which can lead to unauthorized access and actions, a core concern of this category.",[]
267,Privilege Defined With Unsafe Actions,"A particular privilege, role, capability, or right can be used to perform unsafe actions that were not intended, even when it is assigned to the correct entity.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement the principle of least privilege and ensure that privileges are assigned only to actions that are safe and intended. Conduct regular audits to verify that roles and privileges are correctly assigned and that no unsafe actions can be performed by mistake.,Language-agnostic,"This CWE is related to how roles, privileges, and rights are defined and managed in a system, which falls under the broader category of Authentication & Authorization. It is about ensuring that only authorized actions are permitted, and unsafe actions are prevented.",[]
268,Privilege Chaining,"Two distinct privileges, roles, capabilities, or rights can be combined in a way that allows an entity to perform unsafe actions that would not be allowed without that combination.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement robust role-based access control (RBAC) to ensure that combined privileges do not result in unauthorized access. Regularly audit roles and permissions to prevent privilege escalation.,Language-agnostic,"Privilege Chaining involves combining roles or permissions in a way that bypasses authorization checks, making it directly relevant to authentication and authorization processes.",[]
269,Improper Privilege Management,"The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Implement robust role-based access control (RBAC) and ensure that privilege escalation paths are thoroughly tested and minimized. Regularly audit and review access control mechanisms and logs to detect and prevent unauthorized privilege usage.,Language-agnostic,"Improper Privilege Management is fundamentally about ensuring that users and systems have the correct permissions and do not exceed their intended access levels. This falls squarely under the domain of authentication and authorization, as these are the mechanisms responsible for verifying user identities and assigning appropriate access rights.",[]
27,Path Traversal: 'dir/../../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize multiple internal ""../"" sequences that can resolve to a location that is outside of that directory.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Validate and sanitize file paths to prevent traversal outside of the designated directory. Use secure libraries or APIs that handle file paths safely and canonicalize paths before usage.,Language-agnostic,"This CWE involves improper handling of file paths, which is directly related to file input and output operations. Path traversal vulnerabilities allow unauthorized access to files outside the intended directory, which is a classic issue within file and I/O handling.","['Input Validation & Sanitization', 'Data safety and security']"
270,Privilege Context Switching Error,The product does not properly manage privileges while it is switching between different contexts that have different privileges or spheres of control.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.","Ensure proper privilege management by carefully controlling and auditing context switches, validating privilege levels before execution, and employing the principle of least privilege.",Language-agnostic,"The CWE deals with the improper management of privileges during context switches, which is directly related to authorization and authentication processes, where different privilege levels are often involved.","['Concurrency & Parallelism', 'Error Handling']"
271,Privilege Dropping / Lowering Errors,The product does not drop privileges before passing control of a resource to an actor that does not have those privileges.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.","Ensure that privileges are dropped as soon as they are no longer needed, and before executing any operations that do not require elevated privileges.",Language-agnostic,Privilege management is a key aspect of authorization and ensuring that users or processes do not retain unnecessary privileges falls under the domain of Authentication & Authorization.,[]
272,Least Privilege Violation,The elevated privilege level required to perform operations such as chroot() should be dropped immediately after the operation is performed.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Ensure that any elevated privileges are immediately relinquished after the necessary operations are performed to minimize the risk of misuse or unintended actions.,Language-agnostic,"This CWE pertains to maintaining proper privilege levels during operations, which is directly related to authorization management. Ensuring the principle of least privilege is a core aspect of managing access rights within applications.",[]
273,Improper Check for Dropped Privileges,The product attempts to drop privileges but does not check or incorrectly checks to see if the drop succeeded.,Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Always verify the result of privilege-dropping operations by checking the return status and ensure the application behaves safely and securely in the event the privilege drop fails.,Language-agnostic,"This weakness is directly related to managing user privileges and ensuring the correct security posture is maintained, which falls under Authentication & Authorization concerns. It involves verifying that privilege changes (such as reducing permissions) have been correctly applied, which is a crucial step in secure application design.",['Error Handling']
274,Improper Handling of Insufficient Privileges,"The product does not handle or incorrectly handles when it has insufficient privileges to perform an operation, leading to resultant weaknesses.",Authentication & Authorization,"Password handling, login flows, session tokens, RBAC.",Ensure that the application correctly checks for required privileges before performing any operations. Implement proper error handling to manage scenarios with insufficient privileges and log these attempts for auditing purposes.,Language-agnostic,"This CWE deals with how the software handles cases where operations are attempted without sufficient privileges. This is a core concern of authentication and authorization processes, where user roles and access levels need to be properly checked and enforced.",[]
276,Incorrect Default Permissions,"During installation, installed file permissions are set to allow anyone to modify those files.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Ensure default file permissions are set to the most restrictive settings necessary and adjust permissions only when explicitly required.,Language-agnostic,"This CWE involves incorrect default permissions for files during installation, which is directly related to file permissions and handling. Therefore, it falls under the category of 'File & I/O Handling'.","['Data safety and security', 'Configuration Errors & Hardcoding']"
277,Insecure Inherited Permissions,A product defines a set of insecure permissions that are inherited by objects that are created by the program.,File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Ensure that newly created files or objects have explicitly defined secure permissions, overriding any insecure default or inherited settings. Use appropriate system or API calls to set strict permissions during object creation.",Language-agnostic,"Insecure inherited permissions typically relate to how files or objects are created and the permissions they are assigned, which falls under file and I/O handling. Proper management of file permissions is crucial to prevent unauthorized access or modification.",[]
278,Insecure Preserved Inherited Permissions,"A product inherits a set of insecure permissions for an object, e.g. when copying from an archive file, without user awareness or involvement.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.","Ensure that any file or directory created from an archive or other source inherits only the permissions that are necessary for its intended use, and always review or reset permissions when extracting or copying files.",Language-agnostic,"This CWE deals with issues related to file permissions and how they are managed when files are copied or extracted. Ensuring secure permissions involves file handling and directory traversal, making it a clear fit for the File & I/O Handling category.",[]
279,Incorrect Execution-Assigned Permissions,"While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.",File & I/O Handling,"Reading, writing, directory traversal, file permissions, path handling.",Ensure that the application correctly sets permissions by explicitly specifying them when creating or modifying files or directories. Validate and review permission settings to align with security best practices and intended user specifications.,Language-agnostic,"This CWE is tagged as 'File & I/O Handling' because it involves the manipulation of file or object permissions during execution, which directly relates to how permissions are assigned and handled for files or objects in the context of input/output operations.","['Data safety and security', 'Authentication & Authorization']"
28,Path Traversal: '..\filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""..\"" sequences that can resolve to a location that is outside of that directory.",Input Validation & Sanitization,"Sanitizing user input, type checks, length checks, preventing injections.",Ensure all path inputs are properly sanitized to remove any '..' sequences and verify the final resolved path is within the allowed directory. Utilize secure libraries or functions that automatically handle path traversal vulnerabilities.,Language-agnostic,"This CWE involves improper handling of input used to construct file paths, leading to potential directory traversal vulnerabilities. It is crucial to validate and sanitize such inputs to prevent malicious file access, which aligns with the Input Validation & Sanitization category.",['File & I/O Handling']
